priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND
6249.472222,2021,16/12/2021,F,L,449962,TW20 0LL,E07000212,{DE2D0CE0-3288-51EE-E053-6C04A8C00671},12262978,72,NA,11,84,84,NO DATA!
7115.384615,2021,13/12/2021,F,L,740000,TW20 0LN,E07000212,{DE2D0CE0-3289-51EE-E053-6C04A8C00671},12282075,104,NA,11,85,85,NO DATA!
7345.132743,2021,15/09/2021,F,L,830000,TW20 0LN,E07000212,{DE2D0CE0-325F-51EE-E053-6C04A8C00671},12282017,113,NA,11,85,85,NO DATA!
5151.515152,2021,19/02/2021,D,F,850000,TW20 0LY,E07000212,{C6209F5F-D77A-295E-E053-6C04A8C0DDCC},12285444,165,8,11,71,82,England and Wales: 1967-1975
6351.351351,2021,15/12/2021,D,F,2350000,TW20 0NF,E07000212,{D707E535-F7FD-0AD9-E053-6B04A8C067CC},12271635,370,10,12,68,76,England and Wales: 1967-1975
5161.870504,2021,05/03/2021,D,F,1435000,TW20 0NG,E07000212,{C18F412B-5168-81A6-E053-6B04A8C0AD18},12264351,278,9,11,61,74,England and Wales: 1950-1966
5422.885572,2021,04/02/2021,D,F,1090000,TW20 0NL,E07000212,{C18F412B-5176-81A6-E053-6B04A8C0AD18},12276891,201,8,11,43,67,England and Wales: 1950-1966
6273.88535,2021,26/10/2021,D,F,985000,TW20 0NQ,E07000212,{DE2D0CE0-2AF5-51EE-E053-6C04A8C00671},12287472,157,6,11,67,83,England and Wales: 1976-1982
10280.37383,2021,16/06/2021,D,F,1100000,TW20 0NQ,E07000212,{D22473F6-05DA-7B40-E053-6C04A8C0A630},12269529,107,5,11,57,73,England and Wales: 1950-1966
8957.627119,2021,19/11/2021,D,F,1057000,TW20 0NQ,E07000212,{E073986B-BED3-2134-E053-6C04A8C0233B},12286484,118,6,11,69,81,England and Wales: 1950-1966
6267.605634,2021,15/02/2021,D,F,2225000,TW20 0NT,E07000212,{C3C3F9B6-4E6B-362B-E053-6B04A8C03ACC},12281092,355,9,12,44,60,England and Wales: 1900-1929
5952.380952,2021,25/06/2021,T,F,250000,TW20 0PD,E07000212,{E2D14906-0EC1-4C2D-E053-6B04A8C0422B},12267849,42,2,11,66,93,England and Wales: 1983-1990
4375,2021,09/08/2021,F,F,175000,TW20 0PD,E07000212,{CB0035E6-397A-58AE-E053-6B04A8C091AF},12272935,40,2,11,57,94,England and Wales: 1976-1982
5528.846154,2021,30/06/2021,S,F,575000,TW20 0PG,E07000212,{CB0035E6-37AA-58AE-E053-6B04A8C091AF},12286627,104,6,11,59,81,England and Wales: before 1900
5092.592593,2021,21/04/2021,S,F,550000,TW20 0PH,E07000212,{C8A3A576-9FFA-0425-E053-6C04A8C0947B},12264928,108,8,11,44,71,England and Wales: 1950-1966
10324.46079,2021,15/12/2021,S,F,662500,TW20 0PH,E07000212,{E2D14906-0B66-4C2D-E053-6B04A8C0422B},12280590,64.168,3,11,58,60,England and Wales: 1900-1929
3988.764045,2021,29/10/2021,T,F,355000,TW20 0PR,E07000212,{DE2D0CE0-2F34-51EE-E053-6C04A8C00671},12287431,89,4,11,65,82,England and Wales: 1983-1990
5070.422535,2021,29/06/2021,S,F,360000,TW20 0PT,E07000212,{D22473F6-0BD0-7B40-E053-6C04A8C0A630},12273260,71,5,12,69,87,England and Wales: 1967-1975
5108.556833,2021,25/06/2021,S,F,400000,TW20 0PU,E07000212,{D22473F6-088F-7B40-E053-6C04A8C0A630},12277119,78.3,4,11,50,56,England and Wales: before 1900
5015.151515,2021,07/04/2021,T,F,331000,TW20 0PW,E07000212,{C8A3A576-A224-0425-E053-6C04A8C0947B},12263144,66,4,11,69,89,England and Wales: 1930-1949
3647.058824,2021,20/01/2021,S,F,310000,TW20 0PW,E07000212,{BEF7EBBF-5498-7A76-E053-6B04A8C092F7},12273578,85,6,12,34,79,England and Wales: 1950-1966
4541.811381,2021,24/06/2021,T,F,340000,TW20 0PX,E07000212,{C8A3A576-9FB6-0425-E053-6C04A8C0947B},12280802,74.86,3,11,55,75,England and Wales: 1900-1929
4795.698925,2021,10/09/2021,S,F,446000,TW20 0PZ,E07000212,{D707E535-F471-0AD9-E053-6B04A8C067CC},12272091,93,6,12,66,83,England and Wales: 1950-1966
3295.454545,2021,06/01/2021,T,F,435000,TW20 0PZ,E07000212,{BC8936BB-F998-0E2C-E053-6C04A8C0DBF4},12260859,132,7,11,71,82,England and Wales: 1976-1982
5006.578947,2021,06/01/2021,T,F,380500,TW20 0PZ,E07000212,{BC8936BB-F790-0E2C-E053-6C04A8C0DBF4},12284403,76,3,11,61,84,England and Wales: 1930-1949
5081.081081,2021,14/07/2021,S,F,376000,TW20 0PZ,E07000212,{C8A3A576-9E08-0425-E053-6C04A8C0947B},12285714,74,4,11,65,82,England and Wales: 1950-1966
5436.507937,2021,28/06/2021,T,F,342500,TW20 0QB,E07000212,{CFC9085D-0CB3-9A70-E053-6B04A8C09D6A},12257473,63,4,11,67,86,England and Wales: 1900-1929
4656.862745,2021,25/06/2021,S,F,475000,TW20 0QB,E07000212,{CFC9085D-0DC6-9A70-E053-6B04A8C09D6A},12286854,102,6,11,53,82,England and Wales: 1967-1975
5066.666667,2021,23/08/2021,S,F,380000,TW20 0QB,E07000212,{D22473F6-0CB0-7B40-E053-6C04A8C0A630},12274023,75,4,11,56,75,England and Wales: 1930-1949
5054.945055,2021,08/12/2021,T,F,460000,TW20 0QB,E07000212,{D707E535-F721-0AD9-E053-6B04A8C067CC},12287651,91,4,11,51,66,England and Wales: 1930-1949
6000,2021,24/02/2021,T,F,360000,TW20 0QD,E07000212,{C18F412B-5715-81A6-E053-6B04A8C0AD18},12284962,60,3,12,72,92,England and Wales: 1930-1949
3595.505618,2021,20/12/2021,F,L,320000,TW20 0QE,E07000212,{DBA933FA-04FD-669D-E053-6B04A8C0AD56},12268211,89,3,12,80,80,England and Wales: 2007 onwards
6250,2021,23/06/2021,S,F,500000,TW20 0QE,E07000212,{D93B27B1-5E71-3100-E053-6C04A8C08887},12271952,80,4,12,62,85,England and Wales: 1950-1966
5059.52381,2021,26/02/2021,S,F,425000,TW20 0QF,E07000212,{C3C3F9B6-5368-362B-E053-6B04A8C03ACC},12279935,84,5,11,66,83,England and Wales: 1950-1966
4311.926606,2021,29/06/2021,S,F,470000,TW20 0QF,E07000212,{CFC9085D-0F20-9A70-E053-6B04A8C09D6A},12272986,109,4,11,70,81,England and Wales: 1930-1949
5448.717949,2021,08/10/2021,T,F,425000,TW20 0QF,E07000212,{D707E535-F714-0AD9-E053-6B04A8C067CC},12286450,78,4,11,67,84,England and Wales: 1950-1966
6910.377358,2021,21/01/2021,D,F,732500,TW20 0QG,E07000212,{BEF7EBBF-5405-7A76-E053-6B04A8C092F7},12285259,106,5,12,70,84,England and Wales: 1983-1990
5737.704918,2021,26/02/2021,T,F,350000,TW20 0QG,E07000212,{C3C3F9B6-5058-362B-E053-6B04A8C03ACC},12274259,61,3,11,71,91,England and Wales: 1996-2002
9316.770186,2021,05/02/2021,D,F,1500000,TW20 0QR,E07000212,{C3C3F9B6-534A-362B-E053-6B04A8C03ACC},12285844,161,NA,11,83,91,
5250,2021,10/02/2021,T,F,420000,TW20 0QS,E07000212,{C3C3F9B6-4E33-362B-E053-6B04A8C03ACC},12282194,80,4,12,53,84,England and Wales: 1900-1929
6486.956522,2021,17/05/2021,T,F,373000,TW20 0QT,E07000212,{C6209F5F-DCCF-295E-E053-6C04A8C0DDCC},12269786,57.5,4,11,42,61,England and Wales: before 1900
5675.984027,2021,13/04/2021,T,F,398000,TW20 0QT,E07000212,{C8A3A576-9DEB-0425-E053-6C04A8C0947B},12270802,70.12,3,11,54,60,England and Wales: 1900-1929
5985.915493,2021,24/03/2021,S,F,425000,TW20 0QX,E07000212,{C6209F5F-DABE-295E-E053-6C04A8C0DDCC},12278946,71,3,11,63,84,England and Wales: 1983-1990
8917.748918,2021,30/06/2021,T,F,515000,TW20 0QX,E07000212,{D707E535-F765-0AD9-E053-6B04A8C067CC},12274820,57.75,5,11,62,73,England and Wales: 1976-1982
4509.259259,2021,07/12/2021,F,L,243500,TW20 0QY,E07000212,{D707E535-FD0C-0AD9-E053-6B04A8C067CC},12270888,54,NA,11,73,73,NO DATA!
5797.101449,2021,07/04/2021,S,F,420000,TW20 0RA,E07000212,{C8A3A576-A162-0425-E053-6C04A8C0947B},12281940,72.45,3,12,67,74,England and Wales: 1991-1995
6737.588652,2021,26/03/2021,T,F,380000,TW20 0RB,E07000212,{C6209F5F-D94E-295E-E053-6C04A8C0DDCC},12265679,56.4,3,11,61,76,England and Wales: 1983-1990
4550,2021,10/03/2021,F,L,227500,TW20 0RD,E07000212,{C3C3F9B6-50A9-362B-E053-6B04A8C03ACC},12279399,50,2,11,72,74,England and Wales: 1983-1990
5697.674419,2021,22/02/2021,T,F,245000,TW20 0RG,E07000212,{C18F412B-5687-81A6-E053-6B04A8C0AD18},12263637,43,2,11,67,88,England and Wales: 1976-1982
5977.272727,2021,12/03/2021,T,F,263000,TW20 0RG,E07000212,{C8A3A576-A1EB-0425-E053-6C04A8C0947B},12272629,44,2,11,56,79,England and Wales: 1983-1990
5625,2021,14/05/2021,S,F,450000,TW20 0RG,E07000212,{CD5A9DCC-59E6-310A-E053-6C04A8C00A1F},12264165,80,4,11,61,88,England and Wales: 1983-1990
3906.25,2021,17/02/2021,T,F,400000,TW20 0RL,E07000212,{C18F412B-5A2D-81A6-E053-6B04A8C0AD18},12265766,102.4,5,12,63,69,England and Wales: before 1900
6357.449857,2021,22/01/2021,T,F,355000,TW20 0RL,E07000212,{C18F412B-5322-81A6-E053-6B04A8C0AD18},12284151,55.84,3,11,55,65,England and Wales: before 1900
4021.97371,2021,10/12/2021,S,F,410000,TW20 0RL,E07000212,{D93B27B1-64B0-3100-E053-6C04A8C08887},12263206,101.94,5,11,45,64,England and Wales: 1930-1949
6872.727273,2021,10/05/2021,T,F,378000,TW20 0RP,E07000212,{C6209F5F-D56A-295E-E053-6C04A8C0DDCC},12269242,55,4,12,69,89,England and Wales: 1900-1929
6592.537248,2021,31/03/2021,S,F,600000,TW20 0RQ,E07000212,{C6209F5F-D6D6-295E-E053-6C04A8C0DDCC},12264805,91.012,5,11,61,65,England and Wales: 1930-1949
4198.113208,2021,17/11/2021,S,F,445000,TW20 0RQ,E07000212,{D4D42646-5B36-27F6-E053-6C04A8C0A572},12266098,106,5,11,70,84,England and Wales: 1930-1949
5066.666667,2021,11/01/2021,S,F,380000,TW20 0RR,E07000212,{BEF7EBBF-5216-7A76-E053-6B04A8C092F7},12283118,75,3,11,34,71,England and Wales: 1900-1929
3782.051282,2021,16/02/2021,F,L,295000,TW20 0RR,E07000212,{C18F412B-58DA-81A6-E053-6B04A8C0AD18},12270583,78,3,12,66,78,England and Wales: 1930-1949
7463.768116,2021,25/11/2021,S,F,515000,TW20 0RW,E07000212,{D4D42646-5BA1-27F6-E053-6C04A8C0A572},12279454,69,4,12,37,79,England and Wales: 1930-1949
3426.470588,2021,22/04/2021,F,L,233000,TW20 0RW,E07000212,{D93B27B1-6447-3100-E053-6C04A8C08887},12286090,68,NA,11,61,61,
5696.721311,2021,30/06/2021,T,F,347500,TW20 0RW,E07000212,{D22473F6-0727-7B40-E053-6C04A8C0A630},12281950,61,4,12,58,78,England and Wales: before 1900
5641.025641,2021,20/08/2021,S,F,440000,TW20 0RW,E07000212,{CB0035E6-394A-58AE-E053-6B04A8C091AF},12264465,78,3,12,44,85,England and Wales: 1950-1966
5128.205128,2021,28/06/2021,T,F,400000,TW20 0RX,E07000212,{D22473F6-10B9-7B40-E053-6C04A8C0A630},12267650,78,3,12,65,86,England and Wales: 1983-1990
6707.317073,2021,13/04/2021,D,F,550000,TW20 0SB,E07000212,{C8A3A576-A188-0425-E053-6C04A8C0947B},12266776,82,4,11,69,84,England and Wales: 1983-1990
5570.469799,2021,20/10/2021,D,F,830000,TW20 0SB,E07000212,{D22473F6-0C0D-7B40-E053-6C04A8C0A630},12283499,149,8,12,73,84,England and Wales: 1991-1995
5248.425472,2021,17/09/2021,D,F,525000,TW20 0SB,E07000212,{D707E535-F879-0AD9-E053-6B04A8C067CC},12279840,100.03,4,11,60,65,England and Wales: 1983-1990
5136.986301,2021,09/03/2021,S,F,375000,TW20 0SD,E07000212,{CFC9085D-0FFF-9A70-E053-6B04A8C09D6A},12260650,73,4,11,51,94,England and Wales: 1983-1990
4585.389931,2021,26/04/2021,F,L,232250,TW20 0SE,E07000212,{CB0035E6-39AA-58AE-E053-6B04A8C091AF},12280336,50.65,2,11,66,74,England and Wales: 1983-1990
5067.567568,2021,21/06/2021,S,F,375000,TW20 0SF,E07000212,{D22473F6-0C61-7B40-E053-6C04A8C0A630},12261082,74,4,11,32,89,England and Wales: 1976-1982
3692.899702,2021,08/04/2021,S,F,297500,TW20 0SQ,E07000212,{CB0035E6-3A44-58AE-E053-6B04A8C091AF},12272847,80.56,5,11,63,77,England and Wales: 1930-1949
4325.301205,2021,25/06/2021,T,F,359000,TW20 0SR,E07000212,{CD5A9DCC-594A-310A-E053-6C04A8C00A1F},12258303,83,5,12,72,85,England and Wales: 1950-1966
2790.697674,2021,05/03/2021,F,L,240000,TW20 0SZ,E07000212,{C3C3F9B6-4F3E-362B-E053-6B04A8C03ACC},12265111,86,4,11,45,76,England and Wales: 1950-1966
1022.727273,2021,18/02/2021,T,F,90000,TW20 0TF,E07000212,{C18F412B-56AA-81A6-E053-6B04A8C0AD18},12284178,88,5,12,67,86,England and Wales: 1976-1982
4694.570136,2021,15/11/2021,S,F,415000,TW20 0TF,E07000212,{D707E535-F8E0-0AD9-E053-6B04A8C067CC},12264731,88.4,4,11,69,76,England and Wales: 1967-1975
4879.518072,2021,10/09/2021,S,F,405000,TW20 0TG,E07000212,{D707E535-F802-0AD9-E053-6B04A8C067CC},12286910,83,4,11,56,80,England and Wales: 1967-1975
3712.105589,2021,30/04/2021,F,L,180000,TW20 0TH,E07000212,{CB0035E6-3A6E-58AE-E053-6B04A8C091AF},12262077,48.49,2,11,62,73,England and Wales: 1950-1966
5990.48088,2021,07/05/2021,D,F,730000,TW20 0TY,E07000212,{DE2D0CE0-3062-51EE-E053-6C04A8C00671},12268271,121.86,9,11,78,79,England and Wales: 2003-2006
6776.315789,2021,08/10/2021,S,F,515000,TW20 0TY,E07000212,{D93B27B1-6251-3100-E053-6C04A8C08887},12273941,76,4,11,74,88,England and Wales: 2003-2006
5785.272222,2021,15/04/2021,D,F,645000,TW20 0UL,E07000212,{CD5A9DCC-5B80-310A-E053-6C04A8C00A1F},12262446,111.49,6,12,78,80,England and Wales: 2007 onwards
5696.202532,2021,24/06/2021,S,F,450000,TW20 0UL,E07000212,{D22473F6-0FC2-7B40-E053-6C04A8C0A630},12286179,79,4,12,76,89,England and Wales: 2003-2006
2809.278351,2021,10/06/2021,D,F,545000,TW20 8AF,E07000212,{CFC9085D-0DAD-9A70-E053-6B04A8C09D6A},12257288,194,3,12,63,78,England and Wales: 1950-1966
5666.666667,2021,24/06/2021,T,F,272000,TW20 8AG,E07000212,{CFC9085D-0FD5-9A70-E053-6B04A8C09D6A},12278928,48,2,11,44,76,England and Wales: 1983-1990
5729.166667,2021,31/08/2021,T,F,275000,TW20 8AG,E07000212,{D707E535-F936-0AD9-E053-6B04A8C067CC},12267308,48,2,11,56,84,England and Wales: 1983-1990
4670.103093,2021,30/11/2021,T,F,453000,TW20 8AG,E07000212,{DE2D0CE0-2FAE-51EE-E053-6C04A8C00671},12286613,97,6,11,65,83,England and Wales: 1950-1966
3605.769231,2021,26/11/2021,F,L,187500,TW20 8AL,E07000212,{E2D14906-1287-4C2D-E053-6B04A8C0422B},12274460,52,NA,11,83,83,NO DATA!
4731.182796,2021,29/03/2021,S,F,440000,TW20 8AN,E07000212,{C8A3A576-A205-0425-E053-6C04A8C0947B},12271498,93,5,12,56,78,England and Wales: 1950-1966
5365.853659,2021,19/02/2021,T,F,440000,TW20 8AN,E07000212,{C18F412B-57B0-81A6-E053-6B04A8C0AD18},12265896,82,5,11,66,85,England and Wales: 1950-1966
5681.818182,2021,19/03/2021,F,L,250000,TW20 8AR,E07000212,{CFC9085D-1316-9A70-E053-6B04A8C09D6A},12286018,44,3,11,60,75,England and Wales: 1900-1929
3688.52459,2021,09/09/2021,S,F,450000,TW20 8AR,E07000212,{D707E535-F795-0AD9-E053-6B04A8C067CC},12286151,122,5,11,58,77,England and Wales: 1900-1929
4404.166667,2021,18/02/2021,S,F,369950,TW20 8AW,E07000212,{C18F412B-548F-81A6-E053-6B04A8C0AD18},12285261,84,4,11,59,80,England and Wales: 1950-1966
4475.084664,2021,02/03/2021,T,F,370000,TW20 8AW,E07000212,{C3C3F9B6-4C41-362B-E053-6B04A8C03ACC},12262692,82.68,4,11,68,69,England and Wales: 1930-1949
4000,2021,17/02/2021,S,F,420000,TW20 8AW,E07000212,{C3C3F9B6-4FE9-362B-E053-6B04A8C03ACC},12273231,105,5,12,73,85,England and Wales: 1930-1949
5026.315789,2021,11/08/2021,T,F,382000,TW20 8AY,E07000212,{D707E535-F9AC-0AD9-E053-6B04A8C067CC},12286460,76,4,11,75,87,England and Wales: 1996-2002
6960.784314,2021,25/11/2021,T,F,355000,TW20 8AZ,E07000212,{DE2D0CE0-3072-51EE-E053-6C04A8C00671},12278516,51,3,11,67,93,England and Wales: 1983-1990
6137.254902,2021,16/02/2021,T,F,313000,TW20 8AZ,E07000212,{C3C3F9B6-505D-362B-E053-6B04A8C03ACC},12279541,51,3,12,73,88,England and Wales: 1983-1990
4886.363636,2021,15/02/2021,T,F,215000,TW20 8BG,E07000212,{C18F412B-55CA-81A6-E053-6B04A8C0AD18},12283416,44,2,11,64,94,England and Wales: 1967-1975
4382.022472,2021,31/03/2021,T,F,390000,TW20 8BJ,E07000212,{C8A3A576-A140-0425-E053-6C04A8C0947B},12285311,89,5,11,62,85,England and Wales: 1976-1982
4638.888889,2021,28/06/2021,T,F,334000,TW20 8BJ,E07000212,{D4D42646-5B8B-27F6-E053-6C04A8C0A572},12260715,72,4,11,64,83,England and Wales: 1967-1975
4545.454545,2021,24/09/2021,S,F,450000,TW20 8BN,E07000212,{DBA933FA-030D-669D-E053-6B04A8C0AD56},12261658,99,6,11,54,78,England and Wales: 1900-1929
6766.696087,2021,06/01/2021,F,L,230000,TW20 8BN,E07000212,{C8A3A576-A397-0425-E053-6C04A8C0947B},12268319,33.99,2,11,65,67,England and Wales: 1900-1929
5067.567568,2021,30/09/2021,T,F,375000,TW20 8BS,E07000212,{DBA933FA-0457-669D-E053-6B04A8C0AD56},12285694,74,4,11,47,86,England and Wales: 1930-1949
5562.5,2021,28/06/2021,S,F,445000,TW20 8BT,E07000212,{DBA933F9-FF04-669D-E053-6B04A8C0AD56},12263354,80,5,11,63,89,England and Wales: before 1900
5187.5,2021,30/06/2021,S,F,415000,TW20 8BT,E07000212,{D707E535-F4C8-0AD9-E053-6B04A8C067CC},12286268,80,5,11,57,86,England and Wales: 1900-1929
5671.428571,2021,07/06/2021,S,F,397000,TW20 8BT,E07000212,{CD5A9DCC-5ACF-310A-E053-6C04A8C00A1F},12285486,70,4,11,63,86,England and Wales: before 1900
4158.415842,2021,31/03/2021,S,F,420000,TW20 8BT,E07000212,{C8A3A576-9EB5-0425-E053-6C04A8C0947B},12278807,101,4,11,64,84,England and Wales: 1900-1929
4162.037037,2021,06/12/2021,F,L,224750,TW20 8BT,E07000212,{D4D42646-5E0F-27F6-E053-6C04A8C0A572},12278482,54,3,11,68,76,England and Wales: 1900-1929
5620.022753,2021,06/08/2021,F,L,247000,TW20 8BT,E07000212,{D707E535-FAC4-0AD9-E053-6B04A8C067CC},12266151,43.95,2,11,61,67,England and Wales: 1900-1929
5364.864865,2021,26/07/2021,T,F,397000,TW20 8BY,E07000212,{D22473F6-1024-7B40-E053-6C04A8C0A630},12281761,74,NA,11,82,83,NO DATA!
4632.183908,2021,25/06/2021,S,F,403000,TW20 8DA,E07000212,{D22473F6-0ABC-7B40-E053-6C04A8C0A630},12276617,87,5,11,66,86,England and Wales: 1930-1949
4447.619048,2021,19/03/2021,S,F,467000,TW20 8DE,E07000212,{C18F412B-552C-81A6-E053-6B04A8C0AD18},12260813,105,5,11,69,84,England and Wales: 1930-1949
4664.634146,2021,05/02/2021,S,F,382500,TW20 8DF,E07000212,{C18F412B-5608-81A6-E053-6B04A8C0AD18},12269716,82,5,11,57,85,England and Wales: 1967-1975
4251.177464,2021,14/05/2021,S,F,380000,TW20 8DP,E07000212,{CB0035E6-3A2D-58AE-E053-6B04A8C091AF},12260533,89.387,4,11,76,78,England and Wales: 1930-1949
3725.490196,2021,15/03/2021,S,F,570000,TW20 8DP,E07000212,{C6209F5F-D8DD-295E-E053-6C04A8C0DDCC},12257802,153,6,11,76,83,England and Wales: 1967-1975
4531.25,2021,23/06/2021,S,F,507500,TW20 8DP,E07000212,{D22473F6-0D35-7B40-E053-6C04A8C0A630},12262160,112,5,12,73,83,England and Wales: 1967-1975
4668.674699,2021,05/11/2021,S,F,387500,TW20 8DS,E07000212,{D22473F6-0DD7-7B40-E053-6C04A8C0A630},12285839,83,5,11,69,86,England and Wales: 1967-1975
4285.714286,2021,11/03/2021,T,F,360000,TW20 8DT,E07000212,{C6209F5F-D823-295E-E053-6C04A8C0DDCC},12284444,84,5,11,64,87,England and Wales: 1967-1975
4512.195122,2021,04/05/2021,S,F,370000,TW20 8DX,E07000212,{C8A3A576-A2C7-0425-E053-6C04A8C0947B},12269279,82,4,12,68,85,England and Wales: 1967-1975
3539.823009,2021,11/06/2021,S,F,400000,TW20 8EA,E07000212,{D4D42646-5CB1-27F6-E053-6C04A8C0A572},12285636,113,5,11,70,82,England and Wales: 1950-1966
3636.942675,2021,27/08/2021,S,F,571000,TW20 8EL,E07000212,{D707E535-F91B-0AD9-E053-6B04A8C067CC},12275129,157,7,11,69,79,England and Wales: 1950-1966
5000,2021,25/10/2021,T,F,415000,TW20 8EQ,E07000212,{DBA933FA-02B9-669D-E053-6B04A8C0AD56},12286832,83,4,11,72,85,England and Wales: 1950-1966
6159.090909,2021,12/02/2021,T,F,271000,TW20 8ES,E07000212,{C3C3F9B6-4FB1-362B-E053-6B04A8C03ACC},12270713,44,3,12,53,94,England and Wales: 1976-1982
4999.368767,2021,29/06/2021,T,F,396000,TW20 8EW,E07000212,{D22473F6-0BC6-7B40-E053-6C04A8C0A630},12270219,79.21,4,11,64,80,England and Wales: 1950-1966
4150,2021,09/02/2021,S,F,415000,TW20 8HB,E07000212,{C18F412B-5781-81A6-E053-6B04A8C0AD18},12260764,100,5,11,70,83,England and Wales: 1950-1966
5384.615385,2021,28/05/2021,S,F,350000,TW20 8HB,E07000212,{CD5A9DCC-59A2-310A-E053-6C04A8C00A1F},12277507,65,3,12,51,86,England and Wales: before 1900
4579.439252,2021,23/04/2021,S,F,490000,TW20 8HD,E07000212,{CB0035E6-3AA0-58AE-E053-6B04A8C091AF},12285284,107,5,11,68,84,England and Wales: 1996-2002
5372.340426,2021,21/06/2021,S,F,252500,TW20 8HD,E07000212,{D22473F6-0D05-7B40-E053-6C04A8C0A630},12285314,47,3,12,53,89,England and Wales: 1983-1990
5111.111111,2021,17/09/2021,S,F,368000,TW20 8HG,E07000212,{D93B27B1-61AB-3100-E053-6C04A8C08887},12281645,72,4,12,49,85,England and Wales: 1930-1949
4506.17284,2021,17/05/2021,D,F,365000,TW20 8HG,E07000212,{C3C3F9B6-4E81-362B-E053-6B04A8C03ACC},12265223,81,4,12,70,84,England and Wales: 1983-1990
5000,2021,12/05/2021,S,F,475000,TW20 8HH,E07000212,{C3C3F9B6-4B69-362B-E053-6B04A8C03ACC},12269848,95,5,11,65,86,England and Wales: 1930-1949
4382.352941,2021,25/01/2021,S,F,447000,TW20 8HH,E07000212,{C18F412B-5210-81A6-E053-6B04A8C0AD18},12276723,102,5,11,55,77,England and Wales: 1930-1949
5487.804878,2021,12/11/2021,S,F,450000,TW20 8HJ,E07000212,{D22473F6-0D48-7B40-E053-6C04A8C0A630},12287015,82,5,11,62,83,England and Wales: 1930-1949
5795.555556,2021,07/01/2021,D,F,521600,TW20 8HL,E07000212,{BEF7EBBF-5173-7A76-E053-6B04A8C092F7},12278789,90,5,11,59,85,England and Wales: 1900-1929
5125,2021,12/03/2021,S,F,410000,TW20 8HL,E07000212,{C3C3F9B6-5039-362B-E053-6B04A8C03ACC},12258433,80,4,11,59,86,England and Wales: 1900-1929
3878.504673,2021,24/06/2021,T,F,415000,TW20 8HN,E07000212,{D22473F6-0987-7B40-E053-6C04A8C0A630},12258179,107,4,11,74,87,England and Wales: 1967-1975
5208.333333,2021,03/09/2021,D,F,375000,TW20 8HP,E07000212,{D707E535-F414-0AD9-E053-6B04A8C067CC},12263326,72,3,11,38,80,England and Wales: 1930-1949
6250,2021,14/09/2021,T,F,312500,TW20 8HP,E07000212,{D707E535-F80D-0AD9-E053-6B04A8C067CC},12281815,50,4,11,65,90,England and Wales: 1976-1982
3782.894737,2021,09/08/2021,D,F,575000,TW20 8HQ,E07000212,{D707E535-F8AB-0AD9-E053-6B04A8C067CC},12275082,152,7,11,66,79,England and Wales: 1930-1949
4442.95302,2021,17/02/2021,D,F,662000,TW20 8HQ,E07000212,{C18F412B-581E-81A6-E053-6B04A8C0AD18},12273394,149,6,12,76,79,England and Wales: 2003-2006
6122.44898,2021,28/06/2021,S,F,600000,TW20 8HT,E07000212,{CB0035E6-36A4-58AE-E053-6B04A8C091AF},12265728,98,5,11,70,86,England and Wales: 1950-1966
4703.296703,2021,30/03/2021,S,F,428000,TW20 8HU,E07000212,{C6209F5F-D764-295E-E053-6C04A8C0DDCC},12285640,91,5,11,72,85,England and Wales: 1983-1990
4544.408652,2021,10/08/2021,S,F,395000,TW20 8HX,E07000212,{D22473F6-0B6C-7B40-E053-6C04A8C0A630},12282812,86.92,4,11,63,73,England and Wales: 1930-1949
5211.382114,2021,25/06/2021,S,F,641000,TW20 8JA,E07000212,{CD5A9DCC-586C-310A-E053-6C04A8C00A1F},12285758,123,7,11,69,80,England and Wales: 1967-1975
4444.444444,2021,22/01/2021,D,F,640000,TW20 8JH,E07000212,{BEF7EBBF-5397-7A76-E053-6B04A8C092F7},12262386,144,7,11,60,79,England and Wales: 1967-1975
5135.135135,2021,19/02/2021,D,F,570000,TW20 8JH,E07000212,{C18F412B-5696-81A6-E053-6B04A8C0AD18},12265506,111,7,12,67,81,England and Wales: 1983-1990
5898.876404,2021,04/03/2021,D,F,525000,TW20 8JN,E07000212,{BEF7EBBF-5359-7A76-E053-6B04A8C092F7},12262419,89,6,11,67,87,England and Wales: 1983-1990
6412.881608,2021,15/01/2021,T,F,344500,TW20 8JP,E07000212,{C18F412B-5669-81A6-E053-6B04A8C0AD18},12282934,53.72,3,11,76,80,England and Wales: 1983-1990
6232.04023,2021,12/10/2021,T,F,347000,TW20 8JP,E07000212,{DBA933FA-028E-669D-E053-6B04A8C0AD56},12261242,55.68,3,11,69,75,England and Wales: 1983-1990
6770.833333,2021,19/03/2021,T,F,325000,TW20 8JP,E07000212,{C3C3F9B6-4F5D-362B-E053-6B04A8C03ACC},12278714,48,3,11,72,96,England and Wales: 1983-1990
5333.333333,2021,25/06/2021,D,F,640000,TW20 8JQ,E07000212,{CFC9085D-0FBD-9A70-E053-6B04A8C09D6A},12261857,120,7,11,58,82,England and Wales: 1967-1975
5460.310005,2021,25/03/2021,F,F,232500,TW20 8JR,E07000212,{C6209F5F-D9E3-295E-E053-6C04A8C0DDCC},12275013,42.58,2,11,64,68,England and Wales: 1983-1990
