Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Pakistan,PAK,3749265014.69971,4118647627.04746,4310163796.72407,4630827383.45233,5204955900.88198,5929231415.37169,6561108777.82444,7464510709.7858,8041999160.0168,8683116337.67325,10027509449.811,10665896682.0664,9415016359.56604,6383429490.21091,8899191919.19192,11230606060.6061,13168080808.0808,15126060606.0606,17811515151.5152,19688383838.3838,23654444444.4444,28100606060.6061,30725971563.981,28691889763.7795,31151825467.4978,31144920844.3272,31899070055.7967,33351529274.6869,38472742808.3167,40171018229.0715,40010423970.4576,45625234697.7094,48884606848.1265,51809949334.2396,52293456906.2665,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509,
Panama,PAN,537147100.0,599026300.0,652120900.0,722784500.0,776137500.0,852485300.0,928833000.0,1034376400.0,1112791100.0,1221305700.0,1351006400.0,1523917200.0,1673411700.0,1913793400.0,2188307600.0,2435304100.0,2588106000.0,2738261900.0,3244558600.0,3704551600.0,4614086400.0,5222421500.0,5769767900.0,5923755900.0,6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984230.2564,25155888616.322,27116635565.1742,29440287581.2675,34686224301.1773,40429734384.2184,45599994004.8873,49921464365.3204,54091713775.5634,57907695408.9392,62202725204.4646,64929409212.4566,66984427150.321,53977036995.1729,
Peru,PER,2571908062.07692,2899654840.36567,3286773187.87687,3600957771.15299,4356913870.23507,5166861068.42164,6113607728.15672,6204253758.57616,5736083835.22481,6420909789.63824,7432223176.77261,8289582883.50129,9189413409.01292,10994381894.7984,13858441211.2196,16877163792.1284,15947709379.6507,14620386673.8544,12495779622.071,15962459447.2168,18134029179.6393,21649137620.3055,21793496819.3379,17345624453.6916,17599660054.286,16548827018.2872,15244232957.8759,20702298396.9717,15439408447.2288,22499559086.0343,26410386669.3609,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233,
Philippines,PHL,7515886650.50159,8171186334.44451,4954529277.11044,5505055617.64991,5953766853.8145,6517304757.998,7189017887.7981,7724873935.15141,8632749269.35964,9571800652.61349,7559179530.39935,8375086047.10196,9067872578.93699,11412421019.6329,15607825070.495,16875240683.0685,19380945792.6854,22283185056.1012,25762077665.0311,31218507870.1702,36848242783.8987,40499645207.8072,42206011274.7956,37759237657.9248,35730202751.0258,34961565262.7138,33987178952.489,37791442730.7811,43152077817.4686,48513735777.3149,50508286643.0184,51784207132.1246,60422309296.9827,62036625222.9655,73159245524.4651,84644220102.0732,94648084428.8235,94106183450.2675,74492325247.0657,85640133799.7951,83669693589.1547,78921234457.233,84307291974.4733,87039145965.0093,95002028504.6908,107419961717.119,127652859201.489,155980378252.863,181624577153.97,175974711591.53,208368726860.828,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731,
Papua New Guinea,PNG,230496032.981216,244832035.032526,261184037.372302,275968039.487715,305312043.68649,344159480.344943,390973233.284802,441706910.068317,485160824.280435,551237316.608803,645537126.217942,717716130.493883,858802035.928144,1299105240.73285,1467346059.99713,1356591176.85561,1511856584.25833,1640763204.44781,1947947524.33347,2293621944.36639,2545983007.89984,2498068350.66865,2368584969.53284,2562492524.81761,2552526263.0759,2423373088.07358,2648033765.69899,3143848331.31402,3655979702.45646,3546460176.99115,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006706.57899,9545177014.1301,11670840931.8173,11619637798.991,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344552.2057,24668899683.4299,
Pre-demographic dividend,PRE,20970065731.7798,21565864934.1726,23608069248.7306,27512961950.7695,25629692919.0513,28886918906.9971,31727975016.2524,29956918233.7382,31574550875.3128,35760373797.3063,43744282748.0163,42757455088.7586,49738038517.1219,61096711741.5237,86648974203.6526,98991703006.0327,116097244299.436,128462641583.616,143079084687.702,180589709234.979,220909690971.545,309298836333.088,290409471740.123,231582825420.174,211263518573.46,218613855409.557,212252356690.843,234537821935.189,237999521942.713,233418549953.885,370608433032.483,166993068549.878,159753371825.412,143995650845.267,135145847783.986,173773917212.303,192719907733.323,212333081556.059,219169125759.532,239625839900.669,277551252554.826,265240009040.24,304065229431.716,330399721880.715,412506003368.397,514919747448.73,647727664807.645,784336467687.694,982331145284.136,891722999254.526,1037776079579.75,1199642640459.08,1306390237930.62,1435831507918.79,1511292036256.77,1318251883991.98,1205554683338.89,1258665620177.51,1344631255020.84,1407737206758.23,1293147607836.51,
Puerto Rico,PRI,1691900000.0,1865100000.0,2094400000.0,2333600000.0,2570500000.0,2881500000.0,3170500000.0,3532700000.0,3941700000.0,4460700000.0,5034700000.0,5646800000.0,6328900000.0,7002400000.0,7684800000.0,8198300000.0,8968600000.0,9910900000.0,11165000000.0,12750000000.0,14436100000.0,15955700000.0,16764200000.0,17276600000.0,19162600000.0,20289200000.0,22009300000.0,24025800000.0,26385800000.0,28161200000.0,30603919000.0,32287031000.0,34630430000.0,36922456000.0,39690630000.0,42647331000.0,45340835000.0,48187039000.0,54086400000.0,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445526000.0,100925000000.0,104914600000.0,103138300000.0,
Portugal,PRT,3193200404.37297,3417516639.37596,3668222357.65702,3905734459.72693,4235608177.67102,4687464054.83455,5135387845.97108,5740241165.63433,6354262628.33537,6969025825.62868,8108235704.32357,9201604240.28269,11239117865.0852,15090564186.4268,17512391475.9274,19347607843.1373,20332831564.9867,21439523310.6338,23487614051.0949,26622819672.1311,32896519823.7885,31977276872.9642,30527754793.1382,27239650741.9472,25217969049.5755,27115807742.0873,38745901353.7059,48182925857.4071,56347250696.3788,60594092182.3275,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341,
Post-demographic dividend,PST,1046363632040.01,1106329632253.32,1194551168330.78,1286748235829.33,1403864556376.88,1525267930468.87,1673010680882.54,1795945917271.49,1948022446210.86,2141937832030.07,2338917433982.05,2593237303647.53,3008239458844.19,3632011368064.87,4056192354871.83,4544875820280.3,4931757420682.77,5575660842288.11,6699567679562.19,7702825289718.23,8529728496186.59,8626163474008.67,8588352672604.71,8912803328321.35,9314451244481.77,9808051181505.69,11984100108098.5,13894943873868.6,15652659817231.1,16348050910936.1,18350048061415.1,19375773963973.8,20806405239953.9,20946807089955.8,22523178749859.1,24976744274171.0,25095170446089.6,24600447558960.6,24707800620018.8,25940385523059.6,26380608834749.3,26132147128591.1,27241373817019.2,30555902150617.9,33949747460629.3,35738107370927.6,37607826645481.3,41025496632875.3,43378274644683.2,40866971091636.2,42629950239297.4,45786834754035.7,45736830487196.8,46190856863374.7,47132834889148.1,44639629214327.1,45663052438816.6,47592585202958.4,50485659285623.0,50983772698324.3,49594473170967.9,
Rwanda,RWA,119000024.0,122000016.0,125000008.0,128000000.0,129999994.0,148799980.0,124525702.857143,159560018.0,172200018.0,188700037.0,219900006.0,222952578.196381,246457838.336681,290746157.145921,308458423.183854,571863295.740122,637754162.101094,746650558.55469,905709147.27019,1109346220.52885,1254765349.93185,1407062607.63214,1407242640.23211,1479688125.8852,1587412957.22263,1715625839.17973,1944711061.30888,2157434025.16467,2395493877.51365,2405021932.89997,2550185618.14774,1911600969.76612,2029026704.02707,1971525998.87685,753636370.454545,1293535010.94467,1382334879.40812,1851558301.7002,1989343495.21844,2155659412.6104,2067528500.40621,1965444514.89971,1964779920.78511,2137093489.31936,2375281626.60252,2932213574.70995,3317951468.37027,4068065928.6413,5177015141.48246,5671332137.79866,6121234528.98826,6881038269.61727,7650300319.83,7815599502.65683,8241332516.54991,8539048447.78065,8690485823.14546,9253098954.27769,9640280084.19572,10355974217.3735,10333991455.5443,
South Asia,SAS,47170699606.9232,50331770780.8139,53721519494.2269,60426255394.5899,69179494304.1267,74296512694.087,62475116958.2953,68733357253.0768,72039818016.7149,79195490145.2862,85737283039.6522,91195879601.4183,91680529302.1744,104812500642.22,126972253469.314,135907831613.683,132647805505.075,153599832378.001,174773663985.822,195751155053.95,236032168287.023,250213642682.993,258869159759.911,274032732754.837,272757831561.659,296599020652.925,314128066863.644,348793876693.899,374789764145.447,378225266722.401,407187370820.237,362262532165.61,384733617428.083,381100277389.041,432324272247.723,479849581301.107,524970419712.2,550712123644.937,558424594165.819,598323918709.828,630429061929.228,645870123668.464,677627487567.085,791002717916.674,917089339402.252,1050585317863.97,1196088039743.31,1504193483987.56,1527472685559.4,1683433843105.38,2060781299767.88,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.5,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.1,
Sudan,SDN,1307333333.33333,1419333333.33333,1541666666.66667,1568333333.33333,1611333333.33333,1679333333.33333,1723000000.0,1865666666.66667,1947333333.33333,2144333333.33333,2437666666.66667,2656000000.0,2882000000.0,3571666666.66667,4595000000.0,5598000000.0,6979333333.33333,8704000000.0,7670500000.0,9032250000.0,7459833333.33333,10016500000.0,9240000000.0,8230153846.15385,9701357142.85714,12403733333.3333,15769062500.0,20155555555.5556,15399166666.6667,15291507936.5079,12408647540.9836,11379222222.2222,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,15716489369.9266,18136839087.0077,21355576672.542,26645490675.0417,35182105414.3919,45264519502.6479,59440139774.8128,64831935604.2484,51621044076.9231,58962978034.4828,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000.0,41283617976.1905,30964349684.7059,26155799324.8663,21329109521.8077,
Senegal,SEN,1003692374.55789,1058975265.58883,1085475573.48959,1122139637.25693,1188930567.71363,1210058396.0603,1246908373.74285,1246480958.51385,1309384830.19071,1245234806.89546,1297407828.60957,1339548823.66855,1620857277.19338,1863398448.32592,2099324949.84605,2830388404.87845,2869777812.41008,2938046307.22894,3280354339.39341,4084878667.85616,4510107330.12074,4095892072.29088,4013950868.45946,3569356462.07896,3485165160.57534,3818944603.0069,5392093507.64824,6487352282.67143,6418419798.13177,6366039352.62267,7390967034.67363,7255210700.97896,7769817869.31065,7367985694.79161,5034588159.28612,6326342962.93447,6559712550.65952,6041478436.08043,6505607633.36937,6592835457.6876,6013184809.23898,6507824767.06303,7006402592.45463,8768721956.33228,10076817278.1025,11009032665.3876,11697918802.7922,13994218939.2431,16853991176.9058,16145868284.5645,16121314670.9653,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116699808.1723,23306213742.3602,24644234594.6566,
Singapore,SGP,704756304.717104,764634783.744937,826244609.95688,917614007.578727,894159153.273226,974650463.870378,1096432771.46217,1238043904.35123,1425715405.72325,1659904612.57023,1920586698.02692,2263785443.61688,2721440980.75851,3696213333.33333,5221534955.64418,5633673929.99302,6327077974.10703,6618585073.66035,7517176354.84135,9296921723.83465,11896256782.8566,14175228843.6391,16084252378.473,17784112149.5327,19749361097.965,19156532745.7691,18586746056.9974,20919215578.2125,25371462488.1292,30465364738.6206,36144336768.7023,45466164978.2923,52130263965.6231,60603478153.2368,73690847191.3055,87810991957.1046,96295886524.8227,100124191810.345,85728310229.4455,86284660766.9617,96074477958.2367,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318763807455.664,343337750742.27,375981539145.907,374386306993.109,339998477929.985,
Sierra Leone,SLE,322009471.56704,327834680.557103,342721579.817636,348546952.134368,371848114.747956,359379856.248057,375479849.80806,348795303.000385,329860091.944037,408690163.476065,434410373.764149,419549425.077086,465381089.98454,575230234.387058,648590642.939888,679335901.117451,594895672.333848,691777758.395115,960728338.93643,1109374722.08294,1100685844.92284,1114830471.91787,1295361885.92419,995104305.347075,1087471861.98928,856890498.625834,490181456.62441,701307602.28443,1055083945.37738,932974411.917142,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795,
Somalia,SOM,180459936.776025,191659914.376034,203531927.547229,216145935.941626,229529912.668035,243724533.172801,257374455.753265,271780364.837811,286718279.690322,306357284.571429,322600009.142857,331102742.193418,416942436.927838,507028428.241662,467577432.247816,710850226.528991,807275808.737093,498550873.043478,564986059.668508,590419855.11811,603592656.822209,699112266.835764,774419569.699066,733901365.935354,788307213.438235,876404617.656501,930318705.332201,1009792724.39772,1038291284.49695,1092392963.199,917044228.012679,,,,,,,,,,,,,,,,,,,,,,,4574495666.99486,5021956321.11861,5331761394.25501,5529873479.87153,5609000000.0,5850677295.69858,6476674591.87348,6965285324.52207,
Sub-Saharan Africa (excluding high income),SSA,29256276233.5139,30399832762.9534,32936474200.064,37735199818.0284,36852111792.949,41046896094.5448,44289341423.2928,43784023072.6566,46818456208.0979,53538073723.3487,62999568291.003,64071739213.4241,72386003257.52,92613114301.3702,120772980352.771,133352565356.515,144516022884.012,159022611239.533,175984811524.76,211576754804.293,266644983452.811,371694374591.376,342090862918.821,297991699761.916,260342333595.571,247004180896.586,254502786426.814,289752911063.995,297503660407.571,295882004495.047,333592815221.553,337350445905.884,337596111887.374,331319517805.359,323482736330.16,375934218860.423,392423310393.667,407318695246.035,394126485437.401,397994761833.282,422468703746.119,405356535383.304,440595048362.954,555478327511.62,690688110253.914,820415757880.794,967220472242.876,1120944610222.69,1273718849953.01,1218451334783.24,1437689406308.46,1612935944871.59,1676823602749.27,1783701881195.77,1848430683154.1,1679282214816.95,1562471245754.72,1667569037259.91,1752997158519.13,1802899488968.81,1704320048486.98,
Sub-Saharan Africa,SSF,29267715826.1047,30410733043.6656,32948375263.7359,37748216583.6245,36866803373.7592,41061560163.9776,44304731189.6483,43799651901.9686,46833297633.5586,53552935963.3308,63016042902.529,64092010575.3525,72415269921.8537,92648034304.1773,120813079654.974,133397033330.63,144561455196.957,159083792632.482,176067891969.336,211703166377.826,266790137245.779,371843705966.513,342233798211.227,298134581972.596,260490953526.307,247171228303.387,254709696543.014,290001360181.039,297787207900.527,296186614194.103,333961210836.517,337724679867.204,338031362451.592,331796315105.264,323972651840.297,376445522593.602,392929142700.186,407885197057.776,394739334798.812,398622414258.544,423087770312.556,405983279511.081,441297738911.322,556188086098.911,691531928615.289,821339098494.416,968240932235.427,1121980804861.47,1274686097795.87,1219298578810.25,1438659084421.26,1614001424232.48,1677883344952.53,1785030038804.6,1849773690999.14,1680659709871.0,1563897897523.55,1669097279286.27,1754544849278.58,1804482330027.71,1705379934850.61,
Suriname,SUR,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339450000.0,409850000.0,465500000.0,505500000.0,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.882353,605492537.313433,691590497.737557,861411471.321696,926422500.0,1110850000.0,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000.0,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123,2884248048.49068,
Sweden,SWE,15822585033.5764,17212686614.5726,18667251380.0746,20204870629.7441,22532416750.0125,24795499685.775,26971486546.2848,29275995674.6888,31066819929.2853,33738102482.1558,38092452060.6201,41566412922.6087,48954145808.8359,59404966684.2214,66013338964.725,82885397620.5385,89362071672.9034,94468740851.4816,104442351222.751,123386410160.715,142092068280.689,129686938223.328,114380557730.876,105014356666.797,109201362581.3,114123537581.794,150498057723.623,183009638350.893,206986674500.588,217948315624.564,261846194498.885,274229034311.699,284321115594.629,212953336588.123,229033566614.826,267305875261.099,291743811512.079,268146144677.73,270809066780.714,274072182416.731,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25,
Eswatini,SWZ,35076158.4768305,43025199.4960101,45927061.4587708,54128377.4324513,64979280.4143917,70278594.4281114,76858462.8307434,74758504.8299034,79798404.0319194,105417891.642167,112137757.244855,136465324.384787,146741251.46351,221902017.291066,264311994.113319,288302907.369844,272539098.436063,304047838.086477,340616375.344986,412093133.760988,542000513.610683,570761166.818596,537575980.843618,555336145.767884,494475699.857656,360075380.266523,449146608.315098,584135559.921414,692016714.317132,696915430.663057,1114703088.1614,1156141998.33412,1284766234.2216,1357206995.74624,1419293454.99606,1698982437.76019,1602760100.48147,1716699913.19444,1576904292.4588,1547884442.26205,1738100853.05052,1542477308.89408,1432228125.26682,2197612701.09852,2770082791.50412,3178126491.90949,3291353835.93,3469363996.36642,3294093485.20796,3580417066.92472,4438778424.30203,4820499924.2539,4886533032.88672,4597532029.70451,4422968339.67584,4063245671.29285,3816022046.82656,4402969225.92165,4665420238.51784,4495679480.96886,3972728948.47088,
Seychelles,SYC,12012012.012012,11592011.5920116,12642026.5718964,13923029.2643975,15393032.3541529,15603032.7955465,16443034.5611211,16632032.8140183,16074027.3496039,16452027.9927637,18432031.3616959,21965951.7213048,30645121.0129499,36896278.2235629,43134498.6929657,47803145.9560303,49278979.5471457,64526398.6585361,85552369.914184,127261099.24396,147357222.779802,154902869.02139,147912069.76575,146712850.509248,151313241.982492,168887539.130818,207850623.637094,249267039.782675,283828769.029925,304832867.393246,368584758.942457,374359556.084926,433667193.814795,473916819.453826,486451204.557142,508221508.221508,503068472.20266,562958836.519905,608369282.225727,622985493.682733,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1528242026.36264,1547690759.44363,1582841058.89479,1059886363.63636,
Chad,TCD,313582729.426485,333975338.83416,357635713.876922,371767002.655998,392247517.602016,416926302.963509,432794922.459835,449826322.995072,453980096.654503,471635620.924431,469266736.605177,501866730.722561,585427545.723712,647199482.828061,652532796.066703,864602103.303151,866044961.048205,935360466.351397,1113920122.61212,1004316495.11165,1033002401.82546,876937559.725038,834369860.427292,832415805.956327,919103735.322921,1033069709.99507,1067828247.23577,1163426850.65015,1482597298.88718,1433686309.83642,1738605558.05432,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.04578,1544689502.82472,1744794457.276,1534673583.2487,1388506726.62093,1710843360.64955,1997005786.54118,2742815194.54993,4422855929.21428,6649307057.03314,7428701809.40597,8650138068.63161,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10829076801.729,
East Asia & Pacific (IDA & IBRD countries),TEA,81224998644.5259,71507028612.357,65298535416.4918,70737726805.616,81640221384.8608,95037886874.5572,103921411506.983,100855345604.98,102125630175.926,114623700975.961,127296133183.013,136859202574.202,155212815533.144,195291131260.842,220922441422.011,248292438698.816,252312902234.889,291214477760.847,282398925394.519,327143285583.724,377558527916.627,403044991085.692,423156061402.183,443282565253.987,480299530170.843,525668407616.477,524371895366.729,518288787960.101,574763032673.764,621593456816.348,666362972987.231,722756717966.884,810051733136.669,889186270832.117,1069988869120.88,1320147989077.11,1516192986865.72,1569692099141.49,1429636961371.86,1573333431368.38,1732082407187.03,1844711092715.53,2041297424048.45,2308355283409.06,2678513725959.54,3102518849599.98,3735587391810.9,4721397392609.54,5970838982031.95,6475776716046.99,7847738925829.13,9595845254012.88,10705343375492.8,11813186197924.9,12734944483410.7,13264224627407.0,13542946740899.4,14800506807477.9,16553933355619.7,17113644754522.8,17426659793626.2,
Togo,TGO,121128073.114022,126396469.707058,132237441.630863,143255784.510751,166104067.630043,187300336.365369,216136263.912497,231706475.464114,241956910.658103,267732446.378413,253976626.166639,286537524.990331,335677636.893737,406479906.159652,560437742.594972,617321669.390877,619375134.18051,777435020.475847,824263841.539264,891775906.631014,1136408814.19692,962347000.991788,821651918.724626,765746590.616849,718148959.610872,762359722.701402,1060911735.26065,1249099130.02277,1378847487.41137,1352949662.75172,1628427515.41881,1602299862.9243,1692959110.18022,1233496846.33493,982624324.505898,1309382885.33029,1465448290.34132,1498950899.08774,1587345950.9743,1576672791.65481,1491891107.95711,1482437752.05739,1706698099.44513,2115836353.1204,2259992642.29014,2281482855.46518,2351584608.41123,2662612348.44099,3323677130.04484,3379258564.97242,3429461495.41335,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,6031632168.17391,6395472574.41445,7112200725.00232,7220395247.7424,7574636978.66173,
Thailand,THA,2760747471.88624,3034043574.06071,3308912796.93487,3540403456.55305,3889129942.30769,4388937649.03846,5279230817.30769,5638461442.30769,6081009427.88461,6695336567.30769,7086538437.5,7375000024.03846,8177884552.88461,10838587357.7466,13703000530.0587,14882747955.0328,16985211146.0238,19779315170.0237,24006570178.1561,27371699082.7126,32353440726.8856,34846107862.3673,36589797857.4006,40042826244.2337,41797592963.4424,38900692712.1496,43096746122.4614,50535438696.4094,61667199834.7428,72250877410.3183,85343063965.9182,98234695722.0341,111452869378.467,128889318946.587,146683499005.964,169278753531.98,183035114648.4,150180619366.605,113675561057.462,126669064386.717,126392233706.79,120296476180.402,134300851255.002,152280677649.055,172895749632.046,189318549680.384,221758196504.936,262942476722.425,291382991177.698,281710416557.292,341104820155.464,370819140946.553,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506611070188.362,544263840039.166,501643653514.925,
South Asia (IDA & IBRD),TSA,47170699606.9233,50331770780.8139,53721519494.2269,60426255394.5899,69179494304.1268,74296512694.0871,62475116958.2954,68733357253.0769,72039818016.715,79195490145.2863,85737283039.6523,91195879601.4184,91680529302.1745,104812500642.22,126972253469.314,135907831613.683,132647805505.076,153599832378.001,174773663985.822,195751155053.95,236032168287.024,250213642682.993,258869159759.911,274032732754.838,272757831561.659,296599020652.925,314128066863.644,348793876693.9,374789764145.447,378225266722.401,407187370820.238,362262532165.61,384733617428.084,381100277389.042,432324272247.724,479849581301.107,524970419712.2,550712123644.937,558424594165.819,598323918709.828,630429061929.228,645870123668.464,677627487567.085,791002717916.674,917089339402.252,1050585317863.97,1196088039743.31,1504193483987.56,1527472685559.4,1683433843105.38,2060781299767.88,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.5,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.1,
Sub-Saharan Africa (IDA & IBRD countries),TSS,29267715826.1047,30410733043.6656,32948375263.7358,37748216583.6245,36866803373.7591,41061560163.9776,44304731189.6483,43799651901.9686,46833297633.5585,53552935963.3307,63016042902.529,64092010575.3525,72415269921.8537,92648034304.1773,120813079654.974,133397033330.63,144561455196.957,159083792632.482,176067891969.336,211703166377.826,266790137245.779,371843705966.513,342233798211.226,298134581972.596,260490953526.307,247171228303.387,254709696543.013,290001360181.038,297787207900.527,296186614194.103,333961210836.517,337724679867.204,338031362451.592,331796315105.264,323972651840.296,376445522593.602,392929142700.186,407885197057.776,394739334798.812,398622414258.544,423087770312.556,405983279511.08,441297738911.321,556188086098.911,691531928615.289,821339098494.416,968240932235.426,1121980804861.47,1274686097795.87,1219298578810.25,1438659084421.26,1614001424232.48,1677883344952.53,1785030038804.6,1849773690999.14,1680659709871.0,1563897897523.55,1669097279286.28,1754544849278.58,1804482330027.71,1705379934850.61,
Trinidad and Tobago,TTO,535670127.748935,584961208.656595,619319197.340022,678235373.038558,711893367.55527,736568861.926151,723735635.536371,761981474.023359,758899950.0,779200000.0,821850000.0,896754316.674262,1083381044.08473,1308799458.96284,2042031901.42217,2442667573.04821,2500410583.79177,3138666666.66667,3562333458.33333,4602416625.0,6235833333.33333,6992083333.33333,8140416666.66667,7763750000.0,7757083333.33333,7375918367.34694,4794444444.44444,4797777777.77778,4496852073.46896,4323058823.52941,5068000000.0,5307905882.35294,5439552941.17647,4669488516.37981,4947205860.01451,5329214163.22001,5759537726.26601,5737751331.63779,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,24959858249.4433,22386264807.3174,22385426653.883,23679919654.9891,23208326547.5327,21588037504.9992,
