Year,Country,Life Expectancy,Health expenditure,GDP per capita,Obesity among adults
2000-01-01,Italy,79.77804878,7.56665564,27072.42136,16.7
2001-01-01,Italy,80.12682927,7.73760843,28033.73587,17.1
2002-01-01,Italy,80.22926829,7.86693525,28736.57711,17.5
2003-01-01,Italy,79.98292683,7.83297729,29196.9279,17.9
2004-01-01,Italy,80.7804878,8.16549301,29554.68909,18.3
2005-01-01,Italy,80.78292683,8.33931828,30130.64446,18.7
2006-01-01,Italy,81.28292683,8.43673038,32453.58371,19.1
2007-01-01,Italy,81.43414634,8.13610077,34141.20077,19.4
2008-01-01,Italy,81.48536585,8.53282356,35523.27131,19.8
2009-01-01,Italy,81.63658537,8.95162296,34602.89696,20.2
2010-01-01,Italy,82.03658537,8.91602039,35158.44184,20.6
2011-01-01,Italy,82.18780488,8.77413177,36598.01497,21.0
2012-01-01,Italy,82.23902439,8.78352833,36486.29679,21.4
2013-01-01,Italy,82.6902439,8.77543831,36314.6971,21.7
2014-01-01,Italy,83.0902439,8.86791897,36194.87392,22.1
2015-01-01,Italy,82.54390244,8.85689163,36899.38521,22.5
2000-01-01,Jamaica,74.142,5.64462566,6348.625916,14.8
2001-01-01,Jamaica,74.139,5.15652943,6529.752041,15.4
2002-01-01,Jamaica,74.14,4.74544334,6718.413921,16.0
2003-01-01,Jamaica,74.142,4.22014093,7058.688126,16.6
2004-01-01,Jamaica,74.146,4.80435324,7302.131459,17.2
2005-01-01,Jamaica,74.148,4.54581738,7556.87631,17.8
2006-01-01,Jamaica,74.143,4.20788145,7973.945699,18.4
2007-01-01,Jamaica,74.129,5.32057667,8265.25766,19.0
2008-01-01,Jamaica,74.103,5.61143064,8314.432829,19.6
2009-01-01,Jamaica,74.071,5.14652538,7964.127404,20.1
2010-01-01,Jamaica,74.038,5.29506874,7901.065514,20.7
2011-01-01,Jamaica,74.012,5.23800802,8159.876165,21.3
2012-01-01,Jamaica,74.001,4.88511038,8187.193674,21.9
2013-01-01,Jamaica,74.01,4.95442057,8442.983667,22.5
2014-01-01,Jamaica,74.042,5.16565466,8545.102837,23.1
2015-01-01,Jamaica,74.098,5.62469387,8792.056957,23.7
2000-01-01,Jordan,71.73,9.34367943,5930.466358,22.4
2001-01-01,Jordan,71.907,9.58549213,6267.618483,23.0
2002-01-01,Jordan,72.083,9.36340237,6606.594635,23.7
2003-01-01,Jordan,72.256,8.84089088,6866.880054,24.3
2004-01-01,Jordan,72.427,8.74985027,7454.735129,24.9
2005-01-01,Jordan,72.595,8.59408951,8047.483948,25.6
2006-01-01,Jordan,72.763,7.81179047,8629.070083,26.2
2007-01-01,Jordan,72.931,8.04956055,9182.654584,26.8
2008-01-01,Jordan,73.099,8.48880672,9574.623929,27.5
2009-01-01,Jordan,73.266,9.22397041,9625.63906,28.2
2010-01-01,Jordan,73.428,8.17025661,9461.328429,28.9
2011-01-01,Jordan,73.581,8.14807701,9402.616204,29.6
2012-01-01,Jordan,73.722,7.81799555,9189.189214,30.3
2013-01-01,Jordan,73.851,7.1659236,9322.302454,31.0
2014-01-01,Jordan,73.969,7.20892906,9181.046372,31.8
2015-01-01,Jordan,74.078,7.4609561,9464.682242,32.5
2000-01-01,Kazakhstan,65.45,4.16031361,7725.002523,13.6
2001-01-01,Kazakhstan,65.76,3.47096992,8980.674385,14.0
2002-01-01,Kazakhstan,65.95,3.61480069,10014.05069,14.3
2003-01-01,Kazakhstan,65.74,3.72334647,11123.89013,14.6
2004-01-01,Kazakhstan,66.06,3.98308039,12432.36623,15.0
2005-01-01,Kazakhstan,65.86,3.90172553,13941.50088,15.4
2006-01-01,Kazakhstan,66.15,3.39824939,15742.06403,15.8
2007-01-01,Kazakhstan,66.34,2.70314932,17406.16112,16.2
2008-01-01,Kazakhstan,67.11,3.04952621,17985.38574,16.6
2009-01-01,Kazakhstan,68.39,3.49913716,17958.31266,17.1
2010-01-01,Kazakhstan,68.45,2.73641348,19227.1844,17.6
2011-01-01,Kazakhstan,68.69,2.60236716,20779.44425,18.1
2012-01-01,Kazakhstan,69.52,3.03725958,22032.17454,18.7
2013-01-01,Kazakhstan,70.62,2.66286707,24504.76609,19.3
2014-01-01,Kazakhstan,71.44,2.97468472,24726.47287,19.9
2015-01-01,Kazakhstan,71.97,3.04051137,23224.11784,20.6
2000-01-01,Kenya,50.921,4.63924408,1827.826408,2.5
2001-01-01,Kenya,51.101,4.80369139,1887.45373,2.7
2002-01-01,Kenya,51.606,4.95863724,1875.77804,2.8
2003-01-01,Kenya,52.41,5.16912365,1916.258236,3.0
2004-01-01,Kenya,53.475,5.34494877,2012.624836,3.1
2005-01-01,Kenya,54.732,5.31436443,2138.943301,3.3
2006-01-01,Kenya,56.093,5.87344933,2283.795162,3.5
2007-01-01,Kenya,57.463,5.99706697,2437.766544,3.7
2008-01-01,Kenya,58.76,6.04985189,2422.324375,3.9
2009-01-01,Kenya,59.932,6.02780342,2450.133442,4.1
2010-01-01,Kenya,60.959,6.11675262,2607.43031,4.3
2011-01-01,Kenya,61.851,5.81170082,2723.546449,4.6
2012-01-01,Kenya,62.659,5.61369753,2830.694373,4.8
2013-01-01,Kenya,63.419,5.51942158,3097.630627,5.1
2014-01-01,Kenya,64.135,5.4593358,3357.641641,5.4
2015-01-01,Kenya,64.798,5.21938562,3683.041911,5.7
2000-01-01,Kuwait,73.142,2.20343947,56115.46565,28.5
2001-01-01,Kuwait,73.21,3.18838811,55912.34642,29.0
2002-01-01,Kuwait,73.28,3.12468719,57572.4258,29.4
2003-01-01,Kuwait,73.355,2.76216865,68095.55364,29.8
2004-01-01,Kuwait,73.439,2.35702443,75722.19856,30.3
2005-01-01,Kuwait,73.538,2.01313829,83729.98716,30.7
2006-01-01,Kuwait,73.66,1.82130992,88754.78125,31.1
2007-01-01,Kuwait,73.807,1.92673659,91584.94601,31.6
2008-01-01,Kuwait,73.976,1.92400312,90182.42631,32.0
2009-01-01,Kuwait,74.162,2.70638752,79404.40647,32.5
2010-01-01,Kuwait,74.358,2.67879915,73974.0789,33.1
2011-01-01,Kuwait,74.55,2.33303523,78178.22037,33.7
2012-01-01,Kuwait,74.728,2.33311439,82680.40594,34.3
2013-01-01,Kuwait,74.885,2.48789287,78058.38006,34.9
2014-01-01,Kuwait,75.019,2.9159987,70082.46284,35.6
2015-01-01,Kuwait,75.13,4.21497965,47230.66013,36.3
2000-01-01,Kyrgyz Republic,68.55853659,4.41414976,1861.621661,8.6
2001-01-01,Kyrgyz Republic,68.70731707,4.27703285,1985.930219,8.9
2002-01-01,Kyrgyz Republic,68.15609756,4.59219551,1998.107104,9.2
2003-01-01,Kyrgyz Republic,68.25609756,5.82382107,2158.041983,9.5
2004-01-01,Kyrgyz Republic,68.15365854,6.20281267,2343.15794,9.8
2005-01-01,Kyrgyz Republic,67.95609756,7.45010662,2385.338014,10.1
2006-01-01,Kyrgyz Republic,67.69512195,8.3118391,2508.128874,10.4
2007-01-01,Kyrgyz Republic,67.89512195,6.93210649,2769.433362,10.8
2008-01-01,Kyrgyz Republic,68.45121951,6.52511883,3030.752903,11.1
2009-01-01,Kyrgyz Republic,69.10243902,6.89873457,3100.556976,11.5
2010-01-01,Kyrgyz Republic,69.3,6.95027208,3085.990191,11.9
2011-01-01,Kyrgyz Republic,69.60243902,7.10729122,3297.366837,12.4
2012-01-01,Kyrgyz Republic,70.00243902,8.50966358,3618.149726,12.9
2013-01-01,Kyrgyz Republic,70.20243902,8.18745136,4042.893053,13.5
2014-01-01,Kyrgyz Republic,70.40243902,7.35766459,4281.824074,14.1
2015-01-01,Kyrgyz Republic,70.65121951,7.14930916,4214.829509,14.7
2000-01-01,Latvia,70.31463415,5.4399581,8039.506366,20.8
2001-01-01,Latvia,70.76097561,5.7776227,9044.546392,21.0
2002-01-01,Latvia,70.96097561,5.77001858,10081.19186,21.2
2003-01-01,Latvia,71.26585366,5.48984146,11060.94272,21.5
2004-01-01,Latvia,72.02682927,6.21677923,12278.58484,21.7
2005-01-01,Latvia,71.35609756,5.84766769,13913.7883,22.0
2006-01-01,Latvia,70.86585366,5.71834707,15859.31539,22.3
2007-01-01,Latvia,71.0195122,5.52228498,18236.60921,22.6
2008-01-01,Latvia,72.4195122,5.6001029,19573.15539,22.9
2009-01-01,Latvia,73.0804878,6.11926985,17023.75492,23.2
2010-01-01,Latvia,73.48292683,6.11952686,17706.89451,23.5
2011-01-01,Latvia,73.57560976,5.54237556,19248.4194,23.8
2012-01-01,Latvia,73.77804878,5.38090277,21290.45959,24.2
2013-01-01,Latvia,73.98292683,5.36752796,22639.06834,24.5
2014-01-01,Latvia,74.12439024,5.46614885,23815.80006,24.9
2015-01-01,Latvia,74.4804878,5.65469503,24972.78609,25.3
2000-01-01,Libya,70.852,3.42542052,20411.01908,20.9
2001-01-01,Libya,71.038,4.05162811,20181.44151,21.3
2002-01-01,Libya,71.244,4.89009905,19977.03309,21.8
2003-01-01,Libya,71.466,4.10041189,22656.43939,22.3
2004-01-01,Libya,71.693,3.49171281,23921.19777,22.8
2005-01-01,Libya,71.902,2.59774685,27178.98729,23.4
2006-01-01,Libya,72.063,2.51467609,29391.54977,24.0
2007-01-01,Libya,72.155,2.43791389,31594.61815,24.6
2008-01-01,Libya,72.174,2.63571715,31702.93128,25.2
2009-01-01,Libya,72.129,4.28816032,30128.02747,25.9
2010-01-01,Libya,72.044,3.58541131,31693.88645,26.7
2011-01-01,Libya,71.956,6.05012751,15938.68238,27.5
2012-01-01,Libya,71.901,7.411,27448.54426,28.3
2013-01-01,Libya,71.907,8.787,22856.28427,29.2
2014-01-01,Libya,71.981,8.953,19945.17594,30.1
2015-01-01,Libya,72.121,8.978,21382.46193,31.0
2000-01-01,Lithuania,72.0195122,6.19950438,8445.899213,23.0
2001-01-01,Lithuania,71.65853659,6.01339579,9436.054109,23.3
2002-01-01,Lithuania,71.76097561,6.14446115,10480.72101,23.6
2003-01-01,Lithuania,72.06097561,6.18627787,12067.67411,23.8
2004-01-01,Lithuania,71.96097561,5.5114994,13030.36041,24.1
2005-01-01,Lithuania,71.25365854,5.64800453,14510.53009,24.4
2006-01-01,Lithuania,71.05609756,5.84418154,16483.85036,24.6
2007-01-01,Lithuania,70.9,5.7643218,19094.64096,24.9
2008-01-01,Lithuania,71.81219512,6.29453754,20721.0132,25.2
2009-01-01,Lithuania,72.91463415,7.36587334,18116.73026,25.6
2010-01-01,Lithuania,73.26829268,6.81462288,20096.7361,25.9
2011-01-01,Lithuania,73.56341463,6.4878149,22884.82495,26.3
2012-01-01,Lithuania,73.86341463,6.2759347,24703.68582,26.7
2013-01-01,Lithuania,73.91463415,6.12593651,26721.57967,27.1
2014-01-01,Lithuania,74.51707317,6.19332647,28184.47233,27.5
2015-01-01,Lithuania,74.32195122,6.49043989,28834.42768,27.9
2000-01-01,Luxembourg,77.87317073,5.90136147,55117.25648,17.0
2001-01-01,Luxembourg,77.82439024,6.410923,56125.22945,17.4
2002-01-01,Luxembourg,77.96585366,6.73847198,58575.67927,17.9
2003-01-01,Luxembourg,77.72682927,6.97271538,60196.54351,18.4
2004-01-01,Luxembourg,79.12195122,7.34548569,64692.59707,18.8
2005-01-01,Luxembourg,79.43170732,7.18256855,68787.85475,19.3
2006-01-01,Luxembourg,79.28780488,6.70838261,78878.45775,19.8
2007-01-01,Luxembourg,79.38292683,6.23472404,85109.87945,20.2
2008-01-01,Luxembourg,80.53902439,6.53840208,90970.7212,20.6
2009-01-01,Luxembourg,80.63658537,7.33979321,86875.85377,21.1
2010-01-01,Luxembourg,80.63170732,7.03158236,90361.78309,21.5
2011-01-01,Luxembourg,80.98780488,6.11205053,94475.03023,21.9
2012-01-01,Luxembourg,81.39268293,5.58377266,96636.42664,22.4
2013-01-01,Luxembourg,81.8,5.52774715,100925.012,22.8
2014-01-01,Luxembourg,82.22926829,5.43687868,105296.2846,23.3
2015-01-01,Luxembourg,82.29268293,5.28378248,107859.686,23.7
2000-01-01,Malaysia,72.594,2.51463366,12898.50332,6.7
2001-01-01,Malaysia,72.782,2.6753974,12969.48229,7.1
2002-01-01,Malaysia,72.976,2.66876554,13595.39868,7.6
2003-01-01,Malaysia,73.17,2.92417097,14375.00006,8.0
2004-01-01,Malaysia,73.364,2.86016941,15454.4359,8.5
2005-01-01,Malaysia,73.555,2.78692698,16462.22094,9.0
2006-01-01,Malaysia,73.744,3.10897732,17568.26094,9.5
2007-01-01,Malaysia,73.931,3.07041144,18807.43054,10.0
2008-01-01,Malaysia,74.118,3.00692534,19713.87676,10.5
2009-01-01,Malaysia,74.305,3.2610569,19188.36498,11.0
2010-01-01,Malaysia,74.493,3.16474295,20511.00574,11.5
2011-01-01,Malaysia,74.683,3.31451941,21704.74427,12.1
2012-01-01,Malaysia,74.877,3.45786357,22985.80166,12.7
2013-01-01,Malaysia,75.072,3.51275206,23477.99117,13.4
2014-01-01,Malaysia,75.268,3.71036983,24607.66873,14.0
2015-01-01,Malaysia,75.461,3.81819606,24801.88843,14.7
2000-01-01,Malta,78.34878049,6.57308626,18355.49679,24.3
2001-01-01,Malta,78.84390244,6.99985981,18510.59845,24.7
2002-01-01,Malta,78.73902439,7.70661688,19599.94143,25.2
2003-01-01,Malta,78.54634146,7.89556122,20929.39549,25.6
2004-01-01,Malta,79.25365854,8.04820728,21545.42519,26.1
2005-01-01,Malta,79.3,8.66396618,22306.62287,26.5
2006-01-01,Malta,79.43902439,8.80992031,23320.95984,27.0
2007-01-01,Malta,79.79268293,8.16883469,25059.13771,27.4
2008-01-01,Malta,79.63658537,7.8633585,26523.53269,27.9
2009-01-01,Malta,80.24146341,7.9238286,26649.60413,28.3
2010-01-01,Malta,81.39756098,7.95211124,28722.70219,28.7
2011-01-01,Malta,80.74634146,8.4481411,28973.27086,29.1
2012-01-01,Malta,80.74634146,8.37802982,30243.84131,29.5
2013-01-01,Malta,81.74634146,8.49665737,32295.84734,29.9
2014-01-01,Malta,82.04634146,9.08505249,34344.02179,30.3
2015-01-01,Malta,81.89756098,8.89759541,37455.20487,30.6
2000-01-01,Mauritius,71.66341463,2.89581966,9017.168812,6.6
2001-01-01,Mauritius,71.76585366,2.96084642,9453.988506,6.8
2002-01-01,Mauritius,71.96585366,3.23190355,9688.88741,7.1
2003-01-01,Mauritius,72.11707317,3.22486687,10390.0858,7.4
2004-01-01,Mauritius,72.26585366,3.36119127,11061.38351,7.6
2005-01-01,Mauritius,72.43219512,3.56529307,11542.4898,7.9
2006-01-01,Mauritius,72.43219512,3.65428853,12419.51631,8.2
2007-01-01,Mauritius,72.57073171,3.57065129,13424.35596,8.5
2008-01-01,Mauritius,72.57073171,3.99199653,14366.81209,8.8
2009-01-01,Mauritius,72.88243902,4.2265029,14898.60643,9.1
2010-01-01,Mauritius,72.96731707,4.57982111,15700.24306,9.5
2011-01-01,Mauritius,73.26682927,4.3078289,16653.2438,9.8
2012-01-01,Mauritius,73.86341463,4.27675056,16963.51124,10.1
2013-01-01,Mauritius,74.01707317,4.68303633,17866.30682,10.4
2014-01-01,Mauritius,74.19439024,5.49399614,18488.04679,10.8
2015-01-01,Mauritius,74.35317073,5.6999588,19229.83549,11.1
2000-01-01,Mexico,74.34,4.44912481,11089.48999,19.1
2001-01-01,Mexico,74.658,4.8203578,11136.02191,19.7
2002-01-01,Mexico,74.922,5.0716424,11187.47696,20.2
2003-01-01,Mexico,75.118,5.81486464,11488.29563,20.8
2004-01-01,Mexico,75.243,5.9539032,12090.99121,21.4
2005-01-01,Mexico,75.3,5.83612156,12657.63767,22.0
2006-01-01,Mexico,75.296,5.65525532,13812.9014,22.6
2007-01-01,Mexico,75.255,5.76644516,14297.22139,23.1
2008-01-01,Mexico,75.194,5.69886971,14924.82161,23.7
2009-01-01,Mexico,75.128,6.12978458,14547.64458,24.3
2010-01-01,Mexico,75.065,5.73688889,15255.01905,24.9
2011-01-01,Mexico,75.011,5.51883602,16520.25922,25.5
2012-01-01,Mexico,74.966,5.66522121,17162.92737,26.0
2013-01-01,Mexico,74.93,5.80923605,17373.89746,26.6
2014-01-01,Mexico,74.908,5.55341005,18056.78981,27.2
2015-01-01,Mexico,74.904,5.72277403,18301.50047,27.8
2000-01-01,Moldova,67.006,5.92687225,3080.231768,14.8
2001-01-01,Moldova,67.185,6.23449707,3349.236595,15.0
2002-01-01,Moldova,67.362,7.40437651,3675.248805,15.3
2003-01-01,Moldova,67.521,7.02227592,4006.402742,15.5
2004-01-01,Moldova,67.665,8.97114944,4429.330258,15.8
2005-01-01,Moldova,67.82,9.55814838,4922.807008,16.1
2006-01-01,Moldova,68.022,10.54445267,5333.092185,16.3
2007-01-01,Moldova,68.302,11.02066803,5654.624712,16.6
2008-01-01,Moldova,68.671,10.94920063,6224.434917,16.9
2009-01-01,Moldova,69.119,13.6766243,5895.908685,17.2
2010-01-01,Moldova,69.616,10.13112831,6396.790409,17.5
2011-01-01,Moldova,70.119,9.09670353,6913.602264,17.9
2012-01-01,Moldova,70.581,9.13962078,7363.16231,18.3
2013-01-01,Moldova,70.968,8.68300343,8381.671813,18.7
2014-01-01,Moldova,71.267,8.63275719,8827.054129,19.2
2015-01-01,Moldova,71.478,8.55763531,9254.848633,19.6
2000-01-01,Mongolia,62.869,4.87262106,3725.014427,9.8
2001-01-01,Mongolia,63.319,4.3172245,3885.462147,10.1
2002-01-01,Mongolia,63.777,4.43462992,4092.749696,10.5
2003-01-01,Mongolia,64.23,3.51071095,4419.728917,10.9
2004-01-01,Mongolia,64.671,3.57047367,4965.027242,11.3
2005-01-01,Mongolia,65.103,3.75525045,5426.869201,11.8
2006-01-01,Mongolia,65.538,3.74971414,5996.027939,12.4
2007-01-01,Mongolia,65.985,4.07522488,6697.63382,12.9
